  @relation pacmanfilterDist
    @ATTRIBUTE posx NUMERIC 
    @ATTRIBUTE posy NUMERIC
    @ATTRIBUTE LegalWest {0, 1}
    @ATTRIBUTE LegalEast {0, 1}
    @ATTRIBUTE LegalNorth {0, 1}
    @ATTRIBUTE LegalSouth {0, 1}
    @ATTRIBUTE GUno {True, False}
    @ATTRIBUTE GDos {True, False}
    @ATTRIBUTE GTres {True, False}
    @ATTRIBUTE GCuatro {True, False}
    @ATTRIBUTE posxGUno NUMERIC 
    @ATTRIBUTE posyGUno NUMERIC
    @ATTRIBUTE posxGDos NUMERIC 
    @ATTRIBUTE posyGDos NUMERIC
    @ATTRIBUTE posxGTres NUMERIC 
    @ATTRIBUTE posyGTres NUMERIC
    @ATTRIBUTE posxGCuatro NUMERIC 
    @ATTRIBUTE posyGCuatro NUMERIC
    @ATTRIBUTE class {West, East, South, North, Stop}

@data
13,8,1,1,1,1,True,True,False,False,10,7,6,9,5,1,7,1,North
13,9,1,1,0,1,True,True,False,False,10,6,5,9,5,1,7,1,Stop
13,9,1,1,0,1,True,True,False,False,10,6,5,10,5,1,7,1,Stop
13,9,1,1,0,1,True,True,False,False,9,6,5,10,5,1,7,1,Stop
13,9,1,1,0,1,True,True,False,False,9,5,5,11,5,1,7,1,West
12,9,1,1,0,1,True,True,False,False,9,5,4,11,5,1,7,1,West
11,9,1,1,1,0,True,True,False,False,10,5,3,11,5,1,7,1,West
10,9,1,1,1,1,True,True,False,False,10,5,2,11,5,1,7,1,West
9,9,1,1,0,1,True,True,False,False,10,4,2,11,5,1,7,1,West
8,9,1,1,0,1,True,True,False,False,10,5,2,11,5,1,7,1,West
7,9,1,1,0,1,True,True,False,False,10,4,2,11,5,1,7,1,West
6,9,1,1,1,1,True,True,False,False,11,4,2,11,5,1,7,1,North
6,10,1,0,1,1,True,True,False,False,10,4,2,11,5,1,7,1,North
6,11,1,1,0,1,True,True,False,False,10,3,3,11,5,1,7,1,West
5,11,1,1,0,1,True,True,False,False,10,3,3,11,5,1,7,1,West
4,11,1,1,0,0,True,False,False,False,10,3,3,1,5,1,7,1,West
3,11,1,1,0,0,True,False,False,False,9,3,3,1,5,1,7,1,West
2,11,1,1,0,0,True,False,False,False,8,3,3,1,5,1,7,1,West
1,11,0,1,0,1,True,False,False,False,8,4,3,1,5,1,7,1,Stop
1,11,0,1,0,1,True,False,False,False,8,4,3,1,5,1,7,1,East
2,11,1,1,0,0,True,False,False,False,8,4,3,1,5,1,7,1,East
3,11,1,1,0,0,True,False,False,False,9,4,3,1,5,1,7,1,East
4,11,1,1,0,0,True,False,False,False,9,5,3,1,5,1,7,1,East
5,11,1,1,0,1,True,False,False,False,10,5,3,1,5,1,7,1,South
5,10,0,1,1,1,True,False,False,False,10,5,3,1,5,1,7,1,South
5,9,1,1,1,1,True,False,False,False,10,4,3,1,5,1,7,1,South
5,8,1,1,1,1,True,False,False,False,9,4,3,1,5,1,7,1,East
6,8,1,1,1,1,True,False,False,False,9,5,3,1,5,1,7,1,East
7,8,1,1,1,1,True,False,False,False,9,6,3,1,5,1,7,1,East
8,8,1,1,1,1,True,False,False,False,9,6,3,1,5,1,7,1,East
9,8,1,1,1,1,True,False,False,False,9,6,3,1,5,1,7,1,South
1,11,0,1,0,1,True,True,True,True,6,5,6,9,8,11,14,6,Stop
1,11,0,1,0,1,True,True,True,True,7,5,6,10,7,11,14,6,Stop
1,11,0,1,0,1,True,True,True,True,6,5,5,10,7,11,14,5,Stop
1,11,0,1,0,1,True,True,True,True,5,5,5,9,7,11,13,5,Stop
1,11,0,1,0,1,True,True,True,True,5,4,6,9,6,11,12,5,Stop
1,11,0,1,0,1,True,True,True,True,6,4,5,9,6,10,12,5,East
2,11,1,1,0,0,True,True,True,True,7,4,5,9,6,9,13,5,East
3,11,1,1,0,0,True,True,True,True,6,4,5,10,6,9,12,5,East
4,11,1,1,0,0,True,True,True,True,6,5,5,11,5,9,11,5,East
5,11,1,1,0,1,True,False,True,True,6,4,3,1,5,10,12,5,East
6,11,1,1,0,1,True,False,True,True,5,4,3,1,5,11,11,5,South
6,10,1,0,1,1,True,False,True,True,5,3,3,1,5,10,12,5,South
6,9,1,1,1,1,True,False,True,True,5,3,3,1,6,10,12,5,South
6,8,1,1,1,1,True,False,True,True,4,3,3,1,6,11,11,5,East
7,8,1,1,1,1,True,False,True,True,5,3,3,1,5,11,12,5,East
8,8,1,1,1,1,True,False,True,True,4,3,3,1,5,10,13,5,West
7,8,1,1,1,1,True,False,True,True,3,3,3,1,5,10,13,4,West
6,8,1,1,1,1,True,False,True,True,4,3,3,1,6,10,14,4,North
6,9,1,1,1,1,True,False,True,True,4,4,3,1,5,10,14,4,North
6,10,1,0,1,1,True,False,True,True,3,4,3,1,5,9,14,3,North
6,11,1,1,0,1,True,False,True,True,3,4,3,1,5,8,14,3,West
5,11,1,1,0,1,True,False,True,True,3,4,3,1,5,8,13,3,West
4,11,1,1,0,0,True,False,True,True,4,4,3,1,4,8,13,4,West
3,11,1,1,0,0,True,False,True,True,4,4,3,1,4,8,13,4,West
2,11,1,1,0,0,True,False,True,True,4,3,3,1,4,8,13,4,West
1,11,0,1,0,1,True,False,True,True,4,4,3,1,5,8,13,4,South
1,10,0,0,1,1,True,False,True,True,3,4,3,1,6,8,13,3,South
1,9,0,1,1,1,True,False,True,True,3,3,3,1,6,8,13,4,South
1,8,0,1,1,1,True,False,True,True,3,4,3,1,7,8,13,3,South
1,7,0,1,1,1,True,False,True,True,3,4,3,1,7,7,13,3,East
2,7,1,1,1,0,True,False,True,True,4,4,3,1,8,7,14,3,East
3,7,1,1,1,0,True,False,True,True,5,4,3,1,7,7,13,3,East
4,7,1,1,1,0,True,False,True,True,5,3,3,1,8,7,13,4,East
5,7,1,1,1,0,True,False,True,True,6,3,3,1,8,7,13,5,East
6,7,1,1,1,0,True,False,True,True,7,3,3,1,8,6,13,5,East
7,7,1,1,1,0,True,False,True,True,7,4,3,1,8,7,12,5,East
8,7,1,1,1,1,True,False,False,True,7,3,3,1,5,1,13,5,East
9,7,1,1,1,1,True,False,False,True,7,3,3,1,5,1,13,4,East
10,7,1,0,1,1,True,False,False,True,7,3,3,1,5,1,13,3,South
10,6,1,0,1,1,True,False,False,True,7,3,3,1,5,1,13,3,South
10,5,1,1,1,1,True,False,False,True,6,3,3,1,5,1,13,4,South
10,4,1,1,1,1,True,False,False,True,5,3,3,1,5,1,13,3,South
10,3,1,1,1,0,True,False,False,True,6,3,3,1,5,1,13,3,West
9,3,1,1,1,0,True,False,False,True,6,3,3,1,5,1,13,4,West
8,3,1,1,1,0,True,False,False,True,7,3,3,1,5,1,14,4,West
7,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,13,4,West
6,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,13,5,West
5,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,12,5,West
4,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,11,5,East
5,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,11,5,East
6,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,11,4,East
7,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,11,5,East
8,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,11,5,East
9,3,1,1,1,0,False,False,False,True,1,1,3,1,5,1,10,5,North
9,4,1,1,1,1,False,False,False,True,1,1,3,1,5,1,9,5,North
