@relation pacmanfilterFantasmasVivos
    @ATTRIBUTE posx NUMERIC 
    @ATTRIBUTE posy NUMERIC
    @ATTRIBUTE LegalWest {0, 1}
    @ATTRIBUTE LegalEast {0, 1}
    @ATTRIBUTE LegalNorth {0, 1}
    @ATTRIBUTE LegalSouth {0, 1}
    @ATTRIBUTE posxGUno NUMERIC 
    @ATTRIBUTE posyGUno NUMERIC
    @ATTRIBUTE posxGDos NUMERIC 
    @ATTRIBUTE posyGDos NUMERIC
    @ATTRIBUTE posxGTres NUMERIC 
    @ATTRIBUTE posyGTres NUMERIC
    @ATTRIBUTE posxGCuatro NUMERIC 
    @ATTRIBUTE posyGCuatro NUMERIC
    @ATTRIBUTE distGUno NUMERIC 
    @ATTRIBUTE distGDos NUMERIC
    @ATTRIBUTE distGTres NUMERIC 
    @ATTRIBUTE distGCuatro NUMERIC
    @ATTRIBUTE class {West, East, South, North, Stop}

@data
4,11,1,1,0,0,10,3,3,1,5,1,7,1,14,0,0,0,West
3,11,1,1,0,0,9,3,3,1,5,1,7,1,14,0,0,0,West
2,11,1,1,0,0,8,3,3,1,5,1,7,1,14,0,0,0,West
1,11,0,1,0,1,8,4,3,1,5,1,7,1,14,0,0,0,Stop
1,11,0,1,0,1,8,4,3,1,5,1,7,1,14,0,0,0,East
2,11,1,1,0,0,8,4,3,1,5,1,7,1,13,0,0,0,East
3,11,1,1,0,0,9,4,3,1,5,1,7,1,13,0,0,0,East
4,11,1,1,0,0,9,5,3,1,5,1,7,1,11,0,0,0,East
5,11,1,1,0,1,10,5,3,1,5,1,7,1,11,0,0,0,South
5,10,0,1,1,1,10,5,3,1,5,1,7,1,10,0,0,0,South
5,9,1,1,1,1,10,4,3,1,5,1,7,1,10,0,0,0,South
5,8,1,1,1,1,9,4,3,1,5,1,7,1,8,0,0,0,East
6,8,1,1,1,1,9,5,3,1,5,1,7,1,6,0,0,0,East
7,8,1,1,1,1,9,6,3,1,5,1,7,1,4,0,0,0,East
8,8,1,1,1,1,9,6,3,1,5,1,7,1,3,0,0,0,East
9,8,1,1,1,1,9,6,3,1,5,1,7,1,2,0,0,0,South
1,11,0,1,0,1,6,5,6,9,8,11,14,6,11,7,7,18,Stop
1,11,0,1,0,1,7,5,6,10,7,11,14,6,12,6,6,19,Stop
1,11,0,1,0,1,6,5,5,10,7,11,14,5,11,5,6,18,Stop
1,11,0,1,0,1,5,5,5,9,7,11,13,5,10,6,6,17,Stop
1,11,0,1,0,1,5,4,6,9,6,11,12,5,11,7,5,17,Stop
1,11,0,1,0,1,6,4,5,9,6,10,12,5,12,6,6,18,East
2,11,1,1,0,0,7,4,5,9,6,9,13,5,12,5,6,16,East
3,11,1,1,0,0,6,4,5,10,6,9,12,5,10,3,5,14,East
4,11,1,1,0,0,6,5,5,11,5,9,11,5,8,1,3,14,East
5,11,1,1,0,1,6,4,3,1,5,10,12,5,8,0,1,12,East
6,11,1,1,0,1,5,4,3,1,5,11,11,5,8,0,1,12,South
6,10,1,0,1,1,5,3,3,1,5,10,12,5,8,0,1,11,South
6,9,1,1,1,1,5,3,3,1,6,10,12,5,7,0,1,9,South
6,8,1,1,1,1,4,3,3,1,6,11,11,5,7,0,3,9,East
7,8,1,1,1,1,5,3,3,1,5,11,12,5,7,0,5,9,East
8,8,1,1,1,1,4,3,3,1,5,10,13,5,9,0,5,9,West
7,8,1,1,1,1,3,3,3,1,5,10,13,4,9,0,4,11,West
6,8,1,1,1,1,4,3,3,1,6,10,14,4,7,0,2,12,North
6,9,1,1,1,1,4,4,3,1,5,10,14,4,7,0,2,14,North
6,10,1,0,1,1,3,4,3,1,5,9,14,3,9,0,2,15,North
6,11,1,1,0,1,3,4,3,1,5,8,14,3,10,0,4,15,West
5,11,1,1,0,1,3,4,3,1,5,8,13,3,9,0,3,15,West
4,11,1,1,0,0,4,4,3,1,4,8,13,4,7,0,3,16,West
3,11,1,1,0,0,4,4,3,1,4,8,13,4,8,0,4,17,West
2,11,1,1,0,0,4,3,3,1,4,8,13,4,10,0,5,18,West
1,11,0,1,0,1,4,4,3,1,5,8,13,4,10,0,7,20,South
1,10,0,0,1,1,3,4,3,1,6,8,13,3,8,0,7,18,South
1,9,0,1,1,1,3,3,3,1,6,8,13,4,8,0,6,18,South
1,8,0,1,1,1,3,4,3,1,7,8,13,3,6,0,6,17,South
1,7,0,1,1,1,3,4,3,1,7,7,13,3,5,0,6,17,East
2,7,1,1,1,0,4,4,3,1,8,7,14,3,5,0,6,15,East
3,7,1,1,1,0,5,4,3,1,7,7,13,3,5,0,4,13,East
4,7,1,1,1,0,5,3,3,1,8,7,13,4,5,0,4,11,East
5,7,1,1,1,0,6,3,3,1,8,7,13,5,5,0,3,10,East
6,7,1,1,1,0,7,3,3,1,8,6,13,5,5,0,3,8,East
7,7,1,1,1,0,7,4,3,1,8,7,12,5,3,0,1,8,East
8,7,1,1,1,1,7,3,3,1,5,1,13,5,5,0,0,8,East
9,7,1,1,1,1,7,3,3,1,5,1,13,4,6,0,0,8,East
10,7,1,0,1,1,7,3,3,1,5,1,13,3,7,0,0,7,South
10,6,1,0,1,1,7,3,3,1,5,1,13,3,6,0,0,5,South
10,5,1,1,1,1,6,3,3,1,5,1,13,4,6,0,0,5,South
10,4,1,1,1,1,5,3,3,1,5,1,13,3,6,0,0,4,South
10,3,1,1,1,0,6,3,3,1,5,1,13,3,4,0,0,4,West
9,3,1,1,1,0,6,3,3,1,5,1,13,4,3,0,0,6,West
8,3,1,1,1,0,7,3,3,1,5,1,14,4,1,0,0,6,West
7,3,1,1,1,0,1,1,3,1,5,1,13,4,0,0,0,8,West
6,3,1,1,1,0,1,1,3,1,5,1,13,5,0,0,0,8,West
5,3,1,1,1,0,1,1,3,1,5,1,12,5,0,0,0,8,West
4,3,1,1,1,0,1,1,3,1,5,1,11,5,0,0,0,9,East
5,3,1,1,1,0,1,1,3,1,5,1,11,5,0,0,0,7,East
6,3,1,1,1,0,1,1,3,1,5,1,11,4,0,0,0,7,East
7,3,1,1,1,0,1,1,3,1,5,1,11,5,0,0,0,6,East
8,3,1,1,1,0,1,1,3,1,5,1,11,5,0,0,0,4,East
9,3,1,1,1,0,1,1,3,1,5,1,10,5,0,0,0,2,North
9,4,1,1,1,1,1,1,3,1,5,1,9,5,0,0,0,2,North
